Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
49,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India to increase interval between doses of AstraZeneca shot - Reuters,"India's health ministry on Monday wrote to states asking them to administer second AstraZeneca coronavirus vaccine doses to recipients within four to eight weeks, from the current guideline of four to six weeks.",https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555726772&r=LYNXMPEH2L0RD&w=800,2021-03-22T09:56:00Z,"By Reuters Staff
A policeman receives a dose of COVISHIELD, a COVID-19 vaccine manufactured by Serum Institute of India, at a vaccination centre, in Mumbai, India, February 8, 2021. REUTERS/Francis … [+536 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India market regulator tightens rules for exchange disruptions - Reuters,"India's market regulator said on Monday that stock exchanges and other market entities will need to switch quicker to their backup sites to resume operations in case of disruptions, weeks after a top exchange was shut down during trading.",https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555755814&r=LYNXMPEH2L186&w=800,2021-03-22T14:30:00Z,"By Reuters Staff
FILE PHOTO: The logo of the Securities and Exchange Board of India (SEBI), India's market regulator, is seen on the facade of its head office building in Mumbai, India, July 13, 201… [+780 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Niger's top court confirms Bazoum as next president - Reuters India,"Niger's top court on Sunday confirmed Mohamed Bazoum's victory in last month's presidential run-off, allowing the ruling party candidate to be sworn into office next month.",https://static.reuters.com/resources/r/?m=02&d=20210321&t=2&i=1555669303&r=LYNXMPEH2K0KI&w=800,2021-03-21T21:16:00Z,"By Reuters Staff
FILE PHOTO: Nigers ruling party candidate Mohamed Bazoum waves to his supporters after he was declared the winner of presidential election in Niamey, Niger February 23, 2021. REUTER… [+956 chars]"
52,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India agrees 'significantly lower' AstraZeneca vaccine price - Reuters,"The Indian government has lowered the price at which it buys AstraZeneca's COVID-19 vaccine doses being produced by the Serum Institute of India (SII), the federal health secretary said on Thursday.",https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554523327&r=LYNXMPEH2A0VA&w=800,2021-03-11T11:52:00Z,"By Reuters Staff
FILE PHOTO: A healthcare worker holding a rose receives an AstraZeneca's COVISHIELD vaccine, during the coronavirus disease (COVID-19) vaccination campaign, at a medical centre in M… [+544 chars]"
53,"{'id': 'reuters', 'name': 'Reuters'}",Sankalp Phartiyal,Apple starts iPhone 12 assembly in India - Reuters,"Apple Inc has started the assembly of iPhone 12 in India, the U.S. tech giant said, as the company ramps up manufacturing operations in the world's second-biggest smartphone market.",https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554513430&r=LYNXMPEH2A0NW&w=800,2021-03-11T10:12:00Z,"NEW DELHI (Reuters) - Apple Inc has started the assembly of iPhone 12 in India, the U.S. tech giant said, as the company ramps up manufacturing operations in the worlds second-biggest smartphone mark… [+1639 chars]"
54,"{'id': 'reuters', 'name': 'Reuters'}","Rajendra Jadhav, Gibran Naiyyar Peshimam",India and Pakistan suffer new COVID-19 surge - Reuters,"India and Pakistan reported a big jump in new coronavirus infections on Thursday, driven by a resurgence in cases in their richest states.",https://static.reuters.com/resources/r/?m=02&d=20210318&t=2&i=1555315871&r=LYNXMPEH2H0GR&w=800,2021-03-18T09:00:00Z,"MUMBAI/ISLAMABAD (Reuters) - India and Pakistan reported a big jump in new coronavirus infections on Thursday, driven by a resurgence in cases in their richest states.
FILE PHOTO: A woman receives t… [+3061 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",Dave Lucas,Sled dogs and social distancing at Iditarod | Pictures - Reuters India,"Dallas Seavey poses with his dogs North and Gamble after crossing the finish line to win his fifth Iditarod Dog Sled Race at Deshka Landing near Willow, Alaska, March 15, 2021. Dallas Seavey claimed h",https://s2.reutersmedia.net/resources/r/?m=02&d=20210315&t=2&i=1554972612&w=&fh=545&fw=810&ll=&pl=&sq=&r=2021-03-15T175708Z_39137_MRPRC2RBM9J41OU_RTRMADP_0_ALASKA-IDITAROD,2021-03-15T17:57:00Z,"Reuters, the news and media division of Thomson Reuters, is the worlds largest international multimedia news provider reaching more than one billion people every day. Reuters provides trusted busines… [+229 chars]"
56,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India reports most COVID-19 deaths this year - Reuters,"India reported 275 new COVID-19 deaths on Wednesday, the most this year, as a second surge in cases fills up hospital beds in big states such as Maharashtra.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1555981755&r=LYNXMPEH2N09P&w=800,2021-03-24T04:15:00Z,"By Reuters Staff
FILE PHOTO: Health workers and a relative carry the body of a man, who died due to COVID-19, from an ambulance to a crematorium in New Delhi, India, November 13, 2020. REUTERS/Danis… [+467 chars]"
57,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Germany sticks to summer vaccination target: document - Reuters India,"Vaccines will remain scarce in Germany in April, the government said, but Berlin still aims to be able to offer every citizen a COVID-19 shot in the summer, according to a government document.",https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555477242&r=LYNXMPEH2I0OL&w=800,2021-03-19T11:59:00Z,"By Reuters Staff
FILE PHOTO: Empty chairs are seen at a waiting area for people who receive AstraZeneca's vaccine at vaccination centre, temporarily set up in a hall of the fair, amid the coronaviru… [+941 chars]"
58,"{'id': 'reuters', 'name': 'Reuters'}",Neha Arora,India plans to widen vaccination campaign as infections surge - Reuters,"India plans to widen a coronavirus vaccination campaign soon to include more younger people, the health minister said on Friday, as its new infections rose by the most in more than five months.",https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556302301&r=LYNXMPEH2P0JX&w=800,2021-03-26T08:32:13Z,"NEW DELHI (Reuters) - India plans to widen a coronavirus vaccination campaign soon to include more younger people, the health minister said on Friday, as its new infections rose by the most in more t… [+1771 chars]"
59,"{'id': 'reuters', 'name': 'Reuters'}",Nidhi Verma,India calls Saudi advice on tapping stored oil 'undiplomatic' - Reuters,"Indian oil minister Dharmendra Pradhan on Friday described his Saudi counterpart's advice to reduce oil stores to tackle high crude prices as ""undiplomatic"".",https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556334233&r=LYNXMPEH2P125&w=800,2021-03-26T13:25:17Z,"NEW DELHI (Reuters) - Indian oil minister Dharmendra Pradhan on Friday described his Saudi counterparts advice to reduce oil stores to tackle high crude prices as undiplomatic.
FILE PHOTO: India's O… [+1678 chars]"
60,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India looking to expand trade ties with U.S. - minister - Reuters,"India is looking to expand its trade with the United States, Trade Minister Piyush Goyal said at an event on Friday, after a previous attempt to seal a limited accord failed.",https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556329616&r=LYNXMPEH2P0YV&w=800,2021-03-26T13:02:16Z,"By Reuters Staff
FILE PHOTO: Piyush Goyal, India's Minister of Railways and Minister of Commerce and Industry, attends a session at the 50th World Economic Forum (WEF) annual meeting in Davos, Switz… [+691 chars]"
61,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,WHO in talks with India about vaccine exports - Tedros - Reuters,"India's decision to make domestic COVID-19 inoculations a priority is ""understandable"" as the country's infections rise, but the World Health Organization (WHO) is in talks so it continues providing doses to other countries, the WHO chief said on Friday.",https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556367102&r=LYNXMPEH2P1LP&w=800,2021-03-26T17:31:49Z,"By Reuters Staff
FILE PHOTO: Tedros Adhanom Ghebreyesus, Director General of the World Health Organization (WHO) speaks during the opening of the 148th session of the Executive Board on the coronavi… [+862 chars]"
62,"{'id': None, 'name': 'Cricbuzz'}",,Rishabh Pant's one-handed deliverance | Cricbuzz.com - Cricbuzz - Cricbuzz,"<ol><li>Rishabh Pant's one-handed deliverance | Cricbuzz.com - Cricbuzz  Cricbuzz
</li><li>Recent Match Report - India vs England 2nd ODI 2020/21  ESPNcricinfo
</li><li>India vs England 2nd ODI Highlights: Ben Stokes, Jonny Bairstow power England to impress…",https://www.cricbuzz.com//m.cricbuzz.com/a/img/v1/600x400/i1/c203980/the-one-handed-loft-a-rishabh-pant-trademark.jpg,2021-03-27T01:16:47Z,"Rishabh Pant smashed seven sixes in the second ODI against England. But the two sixes he clubbed off the Curran brothers summed up the sheer self belief in his game.
It is the 46th over of the innin… [+4689 chars]"
63,"{'id': 'reuters', 'name': 'Reuters'}",Nidhi Verma,"India, UAE vow to strengthen energy cooperation - minister - Reuters","India and the UAE on Wednesday discussed ways to strengthen energy cooperation, India's oil minister Dharmendra Pradhan said, despite the South Asian nation asking its refiners to reduce their reliance on Middle Eastern oil.",https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555221248&r=LYNXMPEH2G19D&w=800,2021-03-17T15:15:00Z,"NEW DELHI (Reuters) - India and the UAE on Wednesday discussed ways to strengthen energy cooperation, Indias oil minister Dharmendra Pradhan said, despite the South Asian nation asking its refiners t… [+2027 chars]"
64,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India reports most COVID-19 deaths since early January - Reuters,"India reported 212 new COVID-19 deaths on Monday, the most since early January, while infections jumped by 46,951, the highest since early November.",https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555697776&r=LYNXMPEH2L09A&w=800,2021-03-22T04:38:00Z,"By Reuters Staff
Health workers and a relative carry the body of a man, who died due to COVID-19, from an ambulance to a crematorium in New Delhi, India, November 13, 2020. REUTERS/Danish Siddiqui/F… [+317 chars]"
65,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Online pensions provider Pensionbee plans London listing - Reuters India,"Online pensions provider Pensionbee plans to list on the London Stock Exchange, it said on Tuesday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-23T07:19:00Z,"By Reuters Staff
LONDON (Reuters) - Online pensions provider Pensionbee plans to list on the London Stock Exchange, it said on Tuesday.
The firm has around 130,000 customers and 1.5 billion pounds … [+364 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}","Aftab Ahmed, Nupur Anand","India to propose cryptocurrency ban, penalising miners, traders -source - Reuters","India will propose a law banning cryptocurrencies, fining anyone trading in the country or even holding such digital assets, a senior government official told Reuters in a potential blow to millions of investors piling into the red-hot asset class.",https://static.reuters.com/resources/r/?m=02&d=20210314&t=2&i=1554872005&r=LYNXMPEH2D0JC&w=800,2021-03-14T23:37:29Z,"NEW DELHI/MUMBAI (Reuters) - India will propose a law banning cryptocurrencies, fining anyone trading in the country or even holding such digital assets, a senior government official told Reuters in … [+4672 chars]"
67,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Kishan, Kohli help India level T20 series against England - Reuters",A belligerent 56 off 32 balls from India debutant Ishan Kishan and an unbeaten 73 from captain Virat Kohli helped the hosts to a commanding seven-wicket win over England in the second Twenty20 International in Ahmedabad on Sunday.,https://static.reuters.com/resources/r/?m=02&d=20210314&t=2&i=1554853237&r=LYNXMPEH2D0EO&w=800,2021-03-14T18:06:54Z,"By Reuters Staff
AHMEDABAD, India (Reuters) - A belligerent 56 off 32 balls from India debutant Ishan Kishan and an unbeaten 73 from captain Virat Kohli helped the hosts to a commanding seven-wicket… [+1924 chars]"
68,"{'id': 'reuters', 'name': 'Reuters'}",John Kemp,Column: India and Saudi Arabia spar over oil prices - Reuters,Tensions this month between India and Saudi Arabia over rising oil prices have underscored the growing importance of the bilateral relationship and its potential to generate conflict as well as cooperation.,https://static.reuters.com/resources/r/?m=02&d=20210325&t=2&i=1556208909&r=LYNXMPEH2O1GX&w=800,2021-03-25T16:51:00Z,LONDON (Reuters) - Tensions this month between India and Saudi Arabia over rising oil prices have underscored the growing importance of the bilateral relationship and its potential to generate confli… [+4783 chars]
